Index,Start,End,Text
3847,"03:58:41,600","03:58:43,600","What's that supposed to mean, snork?"
3848,"03:58:43,600","03:58:47,600",Just that I don't want you sticking your big nose into my affairs all the time.
3849,"03:58:47,600","03:58:49,600",I don't like it and there's nothing to do with you.
3850,"03:58:49,600","03:58:52,600",Yours is just as big and I don't want to lose you.
3851,"03:58:52,600","03:58:55,600",Don't go on about losing me. Why not?
3852,"03:58:55,600","03:58:57,600","Come on now, you two. Stop it."
3853,"03:58:57,600","03:58:59,600","Hey, careful."
3854,"03:58:59,600","03:59:03,600","Oops, that was close. Snork maiden, I don't think your brother is going to be stopped."
3855,"03:59:03,600","03:59:05,600","Oh dear, oh dear."
3856,"03:59:05,600","03:59:07,600","You're very brave, snork."
3857,"03:59:09,600","03:59:13,600","Hmm, right. Here we go."
3858,"03:59:13,600","03:59:17,600",This time it will be a perfect takeoff.
3859,"03:59:17,600","03:59:21,600","It's a long way. Oh look, isn't that snuffkin down there?"
3860,"03:59:21,600","03:59:24,600",Where? Where is he? Where's snuffkin?
3861,"03:59:24,600","03:59:28,600","You can't see him from there, Sniff. You'll have to come here."
3862,"03:59:28,600","03:59:30,600",Is it really snuffkin?
3863,"03:59:30,600","03:59:34,600","Yes, I'm sure it is. Snuffkin!"
3864,"03:59:34,600","03:59:36,600",Yeah!
3865,"03:59:36,600","03:59:38,600","Baby, here you."
3866,"03:59:38,600","03:59:40,600","No, I don't think so."
3867,"03:59:40,600","03:59:42,600","All right, here goes."
3868,"03:59:42,600","03:59:44,600","Good luck, snork."
3869,"03:59:54,600","03:59:56,600",Here.
3870,"04:00:00,600","04:00:02,600",He's flying!
3871,"04:00:02,600","04:00:04,600",I...
3872,"04:00:08,600","04:00:10,600",Whoa!
3873,"04:00:22,600","04:00:24,600",It's the snork!
3874,"04:00:32,600","04:00:34,600",Hey!
3875,"04:00:46,600","04:00:48,600",Look at him flying.
3876,"04:00:48,600","04:00:50,600","It's all right, snork maiden."
3877,"04:00:50,600","04:00:52,600",Your brother's doing fine. Come and see.
3878,"04:00:54,600","04:00:56,600",He's done it! He's done it!
3879,"04:00:56,600","04:01:00,600","Whoa, I knew he could do it."
3880,"04:01:00,600","04:01:02,600","Well, so did I, to be honest."
3881,"04:01:02,600","04:01:06,600","Huh? Yeah, snork!"
3882,"04:01:10,600","04:01:12,600",Hello!
3883,"04:01:12,600","04:01:14,600",Hi! How are you doing?
3884,"04:01:14,600","04:01:16,600",How are you doing?
3885,"04:01:16,600","04:01:20,600",It's great that this test line is a great success.
3886,"04:01:30,600","04:01:36,600","Okay, just as I thought he can't fly in wave at the same time."
3887,"04:01:36,600","04:01:38,600",Interesting.
3888,"04:01:38,600","04:01:40,600","That was mean, stinky."
3889,"04:01:40,600","04:01:44,600","If I could get him to wave with both arms, he'd probably fall."
3890,"04:01:44,600","04:01:46,600","Look, we don't want you here, stinky."
3891,"04:01:46,600","04:01:48,600",Why don't you just go away?
3892,"04:01:48,600","04:01:52,600",I can find lots to do with that machine.
3893,"04:01:52,600","04:01:54,600","If you won't go away, I will."
3894,"04:01:54,600","04:01:56,600","Well, go on then, Snuffkin."
3895,"04:01:56,600","04:01:58,600",What do I care what you do?
3896,"04:01:58,600","04:02:00,600","Hmm, that would be perfect for robberies."
3897,"04:02:00,600","04:02:04,600",The wind seems to be taking him out to sea.
3898,"04:02:04,600","04:02:06,600",Why doesn't he turn around and come back?
3899,"04:02:06,600","04:02:08,600",Turning in that thing might not be so easy.
3900,"04:02:08,600","04:02:10,600","What, do you mean he can't?"
3901,"04:02:10,600","04:02:12,600",I'm not sure.
3902,"04:02:12,600","04:02:14,600",I'm not sure.
3903,"04:02:14,600","04:02:16,600",I'm not sure.
3904,"04:02:16,600","04:02:18,600",I'm not sure.
3905,"04:02:18,600","04:02:20,600",Turning in that thing might not be so easy.
3906,"04:02:20,600","04:02:22,600","What, do you mean he can't?"
3907,"04:02:22,600","04:02:24,600","Don't worry, Snuffkin made him."
3908,"04:02:24,600","04:02:26,600",Of course he can.
3909,"04:02:26,600","04:02:30,600",What's this I can't turn around?
3910,"04:02:30,600","04:02:32,600",Oh!
3911,"04:02:32,600","04:02:34,600",Oh!
3912,"04:02:34,600","04:02:36,600",Oh!
3913,"04:02:36,600","04:02:38,600",Oh!
3914,"04:02:38,600","04:02:40,600",Oh!
3915,"04:02:40,600","04:02:42,600","Oh, he's hit a tree."
3916,"04:02:42,600","04:02:44,600","Come on, hurry."
3917,"04:02:48,600","04:02:50,600",Oh!
3918,"04:02:50,600","04:02:52,600",Oh!
3919,"04:02:52,600","04:02:54,600",Oh!
3920,"04:02:54,600","04:02:56,600",Oh!
3921,"04:02:56,600","04:02:58,600",Oh!
3922,"04:02:58,600","04:03:00,600",Oh!
3923,"04:03:00,600","04:03:02,600",Oh!
3924,"04:03:02,600","04:03:04,600",Oh!
3925,"04:03:04,600","04:03:08,600",Is he dead?
3926,"04:03:08,600","04:03:10,600","No, he's been knocked out."
3927,"04:03:10,600","04:03:12,600",He looks dead to me anyway.
3928,"04:03:12,600","04:03:14,600",Where are they?
3929,"04:03:14,600","04:03:16,600",What's happened to the wings?
3930,"04:03:16,600","04:03:18,600",Ah!
3931,"04:03:18,600","04:03:20,600",He won't want them anymore.
3932,"04:03:20,600","04:03:22,600",So now I can have them.
3933,"04:03:22,600","04:03:24,600","Now, let me see."
3934,"04:03:40,600","04:03:44,600","So, did the test fly go all right?"
3935,"04:03:44,600","04:03:46,600",Tell me what happened.
3936,"04:03:46,600","04:03:50,600","Well, it was fine until the very end."
3937,"04:03:50,600","04:03:54,600",I'm sure that you only need a bit more practice.
3938,"04:03:54,600","04:03:56,600","Flying isn't the easiest thing to master, you know."
3939,"04:03:56,600","04:03:58,600",I expect so.
3940,"04:03:58,600","04:04:00,600","Let's hope you don't run out of bandages, though."
3941,"04:04:00,600","04:04:02,600","Excuse me, snork."
3942,"04:04:02,600","04:04:04,600",Hmm?
3943,"04:04:04,600","04:04:06,600",Are you going to use the wings anymore?
3944,"04:04:06,600","04:04:08,600",I might not.
3945,"04:04:08,600","04:04:10,600",Why?
3946,"04:04:10,600","04:04:12,600","Well, I'll have them if you don't want them."
3947,"04:04:12,600","04:04:14,600","I want to fly in the sky, too."
3948,"04:04:14,600","04:04:16,600",It looks the most exciting thing I've ever seen.
3949,"04:04:16,600","04:04:18,600","Oh, please let me have them."
3950,"04:04:18,600","04:04:20,600","Well, it's not as simple as that, movement."
3951,"04:04:20,600","04:04:24,600",They need testing before the design is complete.
3952,"04:04:24,600","04:04:26,600","But I could do that, snork."
3953,"04:04:26,600","04:04:28,600",I know I could do it.
3954,"04:04:28,600","04:04:30,600",Please let me have them.
3955,"04:04:30,600","04:04:32,600","Well, I suppose I could do with some help."
3956,"04:04:32,600","04:04:34,600","There's a lot to do, fetching and carrying mostly."
3957,"04:04:34,600","04:04:38,600","You haven't said if I can have the wings or not yet, snork."
3958,"04:04:38,600","04:04:40,600","Yes, you can, but on one condition."
3959,"04:04:40,600","04:04:44,600","Well, now the blueprints are finished and the wings are more or less right."
3960,"04:04:44,600","04:04:46,600",I'll need somewhere to build the ship.
3961,"04:04:46,600","04:04:50,600",And somewhere to store all the materials so they'll be dry and at hand.
3962,"04:04:50,600","04:04:52,600","Yes, you will snork."
3963,"04:04:52,600","04:04:54,600",I can see that.
3964,"04:04:54,600","04:04:56,600",It doesn't have to be much.
3965,"04:04:56,600","04:04:58,600",Just a roof will do.
3966,"04:04:58,600","04:05:00,600","Or, and walls."
3967,"04:05:00,600","04:05:02,600",So that people can't spy on me and steal my ideas.
3968,"04:05:02,600","04:05:04,600",I can do the building myself.
3969,"04:05:04,600","04:05:06,600",But I'll need some help.
3970,"04:05:06,600","04:05:08,600","And when it's finished, you can have the wings."
3971,"04:05:08,600","04:05:10,600",I have to help you.
3972,"04:05:10,600","04:05:14,600","I'd have done that anyway, but now that I can have the wings all worked twice as hard."
3973,"04:05:14,600","04:05:16,600","You won't regret it, snork."
3974,"04:05:16,600","04:05:18,600",I promise you you won't.
3975,"04:05:18,600","04:05:20,600","Splendid, woman."
3976,"04:05:20,600","04:05:22,600",That's settled then.
3977,"04:05:22,600","04:05:24,600",Perhaps we can get more help.
3978,"04:05:24,600","04:05:26,600",I'm sure that'd be easy.
3979,"04:05:26,600","04:05:28,600","How about it, Snuffkin?"
3980,"04:05:28,600","04:05:30,600","Yes, of course."
3981,"04:05:30,600","04:05:32,600",Will you help us do Sniff?
3982,"04:05:32,600","04:05:34,600","Yes, but I want something too."
3983,"04:05:34,600","04:05:36,600",I'll let you borrow the wings.
3984,"04:05:36,600","04:05:38,600",I only break them.
3985,"04:05:38,600","04:05:40,600","Don't worry, Sniff."
3986,"04:05:40,600","04:05:42,600",I'm sure I'll think of something you can have.
3987,"04:05:42,600","04:05:44,600","Oh, as long as it's something nice."
3988,"04:05:44,600","04:05:46,600","Oh, I do love helping people."
3989,"04:05:46,600","04:05:48,600","You're all hard, Sniff."
3990,"04:05:48,600","04:05:50,600","We know that, for sure."
3991,"04:05:54,600","04:05:58,600","I'm sure you'll need some expert help with the shed, snork."
3992,"04:06:06,600","04:06:10,600","Surely this must be deep enough, Papa?"
3993,"04:06:10,600","04:06:12,600","Oh, no."
3994,"04:06:12,600","04:06:14,600",We moments always build for posterity.
3995,"04:06:14,600","04:06:16,600","Besides, I like pouring cement."
3996,"04:06:16,600","04:06:18,600","Okay, Papa."
3997,"04:06:18,600","04:06:20,600","Hey, Papa."
3998,"04:06:34,600","04:06:38,600","I've given your present a lot of fortune, though."
3999,"04:06:38,600","04:06:42,600",And I think I'll give you one of my invaluable books on machinery.
4000,"04:06:42,600","04:06:44,600",Oh?
4001,"04:06:44,600","04:06:46,600",Don't you want it?
4002,"04:06:46,600","04:06:50,600","Well, if there was something else, I'm not much of a reader."
4003,"04:06:50,600","04:06:54,600",What about my invaluable fountain pen?
4004,"04:06:54,600","04:06:56,600",Invaluable fountain pen?
4005,"04:06:56,600","04:06:58,600",What about my invaluable...
4006,"04:06:58,600","04:07:00,600","Do you have anything that's not invaluable, Snork?"
4007,"04:07:00,600","04:07:04,600","Well, what about a gold coin?"
4008,"04:07:04,600","04:07:06,600","Well, that sounds great."
4009,"04:07:06,600","04:07:08,600",A real gold coin?
4010,"04:07:08,600","04:07:10,600","Oh, boy."
4011,"04:07:16,600","04:07:18,600",Hey.
4012,"04:07:30,600","04:07:32,600",You are digging a very deep hole.
4013,"04:07:32,600","04:07:36,600","Oh, why don't you stop and have some sandwiches?"
4014,"04:07:36,600","04:07:38,600","Should we do that, Papa? Go on."
4015,"04:07:38,600","04:07:40,600","Yes, I think we can stop now."
4016,"04:07:40,600","04:07:42,600",Sniff and your brother in the woods.
4017,"04:07:42,600","04:07:44,600","Yes, I know. I hurt them."
4018,"04:07:46,600","04:07:48,600","Hi, Snork Maiden."
4019,"04:07:48,600","04:07:50,600","Oh, no."
4020,"04:07:50,600","04:07:52,600","Wait a minute, I want to ask you something."
4021,"04:07:52,600","04:07:54,600",What is it?
4022,"04:07:54,600","04:07:56,600","Tell me, Snork Maiden."
4023,"04:07:56,600","04:07:58,600",Is it true that your brother gave those wings to a woman?
4024,"04:07:58,600","04:08:02,600","Yes, it is. He's helping Snork to build the shed his payment."
4025,"04:08:02,600","04:08:04,600",I thought they'd been broken up.
4026,"04:08:04,600","04:08:06,600",They hit that tree very hard.
4027,"04:08:06,600","04:08:08,600","Well, my brother's repairing them."
4028,"04:08:08,600","04:08:10,600",Will you let me pass?
4029,"04:08:10,600","04:08:12,600",I've got to take his lunch to him.
4030,"04:08:12,600","04:08:14,600",And will he be able to repair them?
4031,"04:08:14,600","04:08:16,600",He can repair anything.
4032,"04:08:16,600","04:08:18,600",Mmm.
4033,"04:08:18,600","04:08:20,600","Gosh, what a lot of wood you've got."
4034,"04:08:20,600","04:08:24,600","Well, the shed has to be a lot bigger than my flying ship."
4035,"04:08:24,600","04:08:26,600",Moomin' and Moomin' Papa are digging holes.
4036,"04:08:26,600","04:08:28,600",They sure are deep.
4037,"04:08:28,600","04:08:30,600","Oh, boy."
4038,"04:08:30,600","04:08:32,600","Oh, boy."
4039,"04:08:32,600","04:08:34,600",It'll be a lot bigger than my flying ship.
4040,"04:08:34,600","04:08:38,600",Moomin' and Moomin' Papa are digging holes. They sure are deep.
4041,"04:08:38,600","04:08:42,600","Everybody's being very kind, very kind indeed."
4042,"04:08:44,600","04:08:48,600",Mama's cooking and Snuffkin's gone to get nails.
4043,"04:08:48,600","04:08:52,600",There are some other things I need him to get as well.
4044,"04:08:52,600","04:08:54,600",Will you write them down?
4045,"04:08:54,600","04:08:56,600","Of course, I will, Snork."
4046,"04:08:56,600","04:08:58,600","Oh, you're such a planner."
4047,"04:08:58,600","04:09:00,600","Oh, I'm afraid."
4048,"04:09:00,600","04:09:02,600","Oh, I'm afraid."
4049,"04:09:02,600","04:09:04,600","Oh, I'm afraid."
4050,"04:09:04,600","04:09:06,600","Oh, I'm afraid."
4051,"04:09:06,600","04:09:08,600","Oh, I'm afraid."
4052,"04:09:08,600","04:09:10,600","Oh, I'm afraid."
4053,"04:09:10,600","04:09:12,600","Oh, I'm afraid."
4054,"04:09:12,600","04:09:14,600","Oh, I'm afraid."
4055,"04:09:14,600","04:09:16,600","Oh, I'm afraid."
4056,"04:09:16,600","04:09:18,600","Oh, I'm afraid."
4057,"04:09:18,600","04:09:20,600","Oh, I'm afraid."
4058,"04:09:20,600","04:09:22,600","Oh, I'm afraid."
4059,"04:09:22,600","04:09:24,600","Oh, I'm afraid."
4060,"04:09:24,600","04:09:26,600","Oh, I'm afraid."
4061,"04:09:26,600","04:09:28,600","Oh, I'm afraid."
4062,"04:09:28,600","04:09:30,600","Oh, I'm afraid."
4063,"04:09:30,600","04:09:32,600","Oh, I'm afraid."
4064,"04:09:32,600","04:09:34,600","Oh, I'm afraid."
4065,"04:09:34,600","04:09:36,600","Oh, I'm afraid."
4066,"04:09:36,600","04:09:38,600","Oh, I'm afraid."
4067,"04:09:38,600","04:09:40,600","Oh, I'm afraid."
4068,"04:09:40,600","04:09:42,600","Oh, I'm afraid."
4069,"04:09:42,600","04:09:44,600","Oh, I'm afraid."
4070,"04:09:44,600","04:09:46,600","Oh, I'm afraid."
4071,"04:09:46,600","04:09:48,600","Oh, I'm afraid."
4072,"04:09:48,600","04:09:50,600","Oh, I'm afraid."
4073,"04:09:56,600","04:09:58,600","Hey, what's up?"
4074,"04:09:58,600","04:10:00,600",The...
4075,"04:10:00,600","04:10:02,600",The...
4076,"04:10:02,600","04:10:04,600",The...
4077,"04:10:04,600","04:10:06,600",The...
4078,"04:10:06,600","04:10:08,600",Your...
4079,"04:10:08,600","04:10:10,600",Moment here.
4080,"04:10:10,600","04:10:12,700","Come in, moving."
4081,"04:10:12,700","04:10:14,600",Thank you for all your help.
4082,"04:10:14,600","04:10:18,600",You did so much that these wings are hardly paymented enough.
4083,"04:10:18,600","04:10:20,600",But if you're happy with them.
4084,"04:10:20,600","04:10:22,600","Oh, no, it was great fun building the shed."
4085,"04:10:22,600","04:10:24,600","I changed the design a bit,"
4086,"04:10:24,600","04:10:26,100",so it's easier to take off and land.
4087,"04:10:26,100","04:10:28,540",We have a problem anymore.
4088,"04:10:28,540","04:10:32,340","You must remember to give yourself plenty of time though, woman."
4089,"04:10:32,340","04:10:33,340","Thank you, Snork."
4090,"04:10:33,340","04:10:35,060",I can't wait to try them out.
4091,"04:10:35,060","04:10:36,060",I'm so excited.
4092,"04:10:36,060","04:10:37,060",I don't think I'll sleep tonight.
4093,"04:10:37,060","04:10:39,060",Are you trying them out tomorrow?
4094,"04:10:39,060","04:10:40,580",As soon as I can.
4095,"04:10:40,580","04:10:42,700",You will be careful.
4096,"04:10:42,700","04:10:46,860",You must practice a lot just above the ground to get used to wearing them before you try
4097,"04:10:46,860","04:10:48,180",to go too high.
4098,"04:10:48,180","04:10:50,460",I don't want anything to happen to you.
4099,"04:10:50,460","04:10:58,380","I'll practice, I promise."
4100,"04:10:58,380","04:11:00,140",Where are you going to practice tomorrow?
4101,"04:11:00,140","04:11:01,780",I haven't decided.
4102,"04:11:01,780","04:11:09,580","I'll find somewhere when I come out tomorrow, perhaps on that small hill near the cliff."
4103,"04:11:09,580","04:11:11,700",But that can't be too dangerous.
4104,"04:11:11,700","04:11:13,700",I'll see you there.
4105,"04:11:14,700","04:11:16,700",Hey!
4106,"04:11:19,700","04:11:20,700",Hey!
4107,"04:11:20,700","04:11:22,700",Hey!
4108,"04:11:22,700","04:11:24,700",Hey!
4109,"04:11:24,700","04:11:25,700",Hey!
4110,"04:11:44,700","04:11:46,700",Hey!
4111,"04:12:01,700","04:12:02,700","Hi, Momen."
4112,"04:12:02,700","04:12:04,700",Where do you put the wings?
4113,"04:12:06,700","04:12:08,700",On the table outside.
4114,"04:12:08,700","04:12:12,700",You must have gone past them if you came in through the veranda door.
4115,"04:12:12,700","04:12:14,700","No, I didn't."
4116,"04:12:14,700","04:12:15,700",They're not there.
4117,"04:12:15,700","04:12:16,700",What?
4118,"04:12:21,700","04:12:23,700","Oh no, you're right."
4119,"04:12:23,700","04:12:25,700",They're gone.
4120,"04:12:25,700","04:12:27,700","Oh dear, I thought it was my wish."
4121,"04:12:27,700","04:12:29,700",What's happened to them?
4122,"04:12:29,700","04:12:30,700",Somebody stolen them.
4123,"04:12:30,700","04:12:32,700","What's the matter with you, too?"
4124,"04:12:32,700","04:12:33,700",Is something wrong?
4125,"04:12:33,700","04:12:36,700","Yes, somebody stolen Momen's wings."
4126,"04:12:36,700","04:12:39,700","Well, perhaps they have them in stolen."
4127,"04:12:40,700","04:12:44,700","Of course they have, and I bet I know who did it, too."
4128,"04:12:44,700","04:12:45,700",Come on.
4129,"04:12:45,700","04:12:46,700",Where are we going?
4130,"04:12:46,700","04:12:48,700",Do you know where they are?
4131,"04:12:56,700","04:12:57,700",It's stinky.
4132,"04:12:57,700","04:12:58,700","Oh, yeah."
4133,"04:12:58,700","04:13:00,700","Well, it certainly didn't take you long."
4134,"04:13:00,700","04:13:02,700","Just a minute, stinky."
4135,"04:13:02,700","04:13:04,700",Those are my wings.
4136,"04:13:04,700","04:13:06,700","See, I knew it was him."
4137,"04:13:09,700","04:13:11,700",You are the creature.
4138,"04:13:11,700","04:13:13,700",I certainly will back.
4139,"04:13:13,700","04:13:16,700","If you give them back, stinky, I'll let you try them out later."
4140,"04:13:16,700","04:13:17,700",I promise.
4141,"04:13:17,700","04:13:18,700","No way, boom."
4142,"04:13:18,700","04:13:22,700","When they're mine now, I'm going to be a high flier."
4143,"04:13:22,700","04:13:24,700","Look out, moving."
4144,"04:13:27,700","04:13:28,700","Oh, stop!"
4145,"04:13:28,700","04:13:30,700",Oh no!
4146,"04:13:31,700","04:13:33,700",You're pathetic.
4147,"04:13:33,700","04:13:35,700",The wings are mine.
4148,"04:13:35,700","04:13:38,700",I'll become a master criminal now.
4149,"04:13:40,700","04:13:42,700",All rotten seabing.
4150,"04:13:42,700","04:13:45,700","You shouldn't have left them outside, Momen."
4151,"04:13:45,700","04:13:48,700","Yeah, but who'd think let each steal them?"
4152,"04:13:48,700","04:13:49,700",Where his friends?
4153,"04:13:49,700","04:13:50,700","Well, almost."
4154,"04:13:50,700","04:13:53,700",I didn't think even stinky would do something like that.
4155,"04:13:53,700","04:13:54,700","Well, he did, didn't he?"
4156,"04:13:54,700","04:13:56,700","Now, don't worry, Momen."
4157,"04:13:56,700","04:13:58,700",We'll find him and get them back.
4158,"04:13:58,700","04:13:59,700",I know it.
4159,"04:14:05,700","04:14:06,700","Look, Momen."
4160,"04:14:06,700","04:14:08,700",Now he's going towards the sea.
4161,"04:14:10,700","04:14:13,700","Oh no, turn around."
4162,"04:14:13,700","04:14:15,700",But stinky didn't know how to maneuver the wings.
4163,"04:14:15,700","04:14:18,700",It must take him further and further out.
4164,"04:14:21,700","04:14:23,700","Turn around, we'll get turned back."
4165,"04:14:24,700","04:14:25,700",Until?
4166,"04:14:33,700","04:14:35,700",You're at least he's having a bath for once.
4167,"04:14:35,700","04:14:37,700",The wings will be badly damaged.
4168,"04:14:38,700","04:14:39,700",Never mind.
4169,"04:14:39,700","04:14:41,700",Snark will build another pair.
4170,"04:14:41,700","04:14:43,700",I sure hope so.
4171,"04:15:08,700","04:15:13,700",They love the laughter and they love the living.
4172,"04:15:13,700","04:15:16,700",The movements.
4173,"04:15:16,700","04:15:24,700",Believing in sharing and caring and giving the movements.
4174,"04:15:24,700","04:15:28,700",They're always happy and always at play.
4175,"04:15:28,700","04:15:32,700",The movements are having fun day after day.
4176,"04:15:32,700","04:15:35,700",The movements.
4177,"04:15:36,700","04:15:40,700",The movements.
4178,"04:15:40,700","04:15:43,700",They love the laughter and they love the living.
4179,"04:15:43,700","04:15:47,700",The movements.
4180,"04:15:47,700","04:15:54,700",Believing in sharing and caring and giving the movements.
4181,"04:15:54,700","04:15:58,700",They're always happy and always at play.
4182,"04:15:58,700","04:16:02,700",The movements are having fun day after day.
4183,"04:16:02,700","04:16:05,700",The movements.
4184,"04:16:05,700","04:16:09,700",The movements.
4185,"04:16:09,700","04:16:15,700",The movements.
4186,"04:16:33,700","04:16:37,700",Here they are for one and all.
4187,"04:16:37,700","04:16:40,700",The movements are about to come.
4188,"04:16:40,700","04:16:43,700",Come on and sit down here with me.
4189,"04:16:43,700","04:16:45,700",Therefore you are your TV.
4190,"04:16:45,700","04:16:48,700",They are the movements.
4191,"04:16:48,700","04:16:51,700",They are the movements.
4192,"04:16:51,700","04:16:54,700","So come with me, give me your hand."
4193,"04:16:54,700","04:16:57,700",I'll take you up to a movement land.
4194,"04:16:57,700","04:17:00,700",You can fly just like a bird.
4195,"04:17:01,700","04:17:03,700",Sing that song ever.
4196,"04:17:03,700","04:17:06,700",There were the movements.
4197,"04:17:06,700","04:17:09,700",There were the movements.
4198,"04:17:09,700","04:17:12,700",There were the movements.
4199,"04:17:12,700","04:17:15,700",There were the movements.
4200,"04:17:15,700","04:17:18,700",There were the movements.
4201,"04:17:18,700","04:17:21,700",There were the movements.
4202,"04:17:30,700","04:17:33,700",There were the movements.
4203,"04:17:33,700","04:17:36,700",There were the movements.
4204,"04:17:36,700","04:17:39,700",There were the movements.
4205,"04:17:39,700","04:17:42,700",There were the movements.
4206,"04:17:42,700","04:17:45,700",There were the movements.
4207,"04:17:45,700","04:17:48,700",There were the movements.
4208,"04:17:48,700","04:17:51,700",There were the movements.
4209,"04:17:51,700","04:17:55,700",There were the movements.
4210,"04:17:56,700","04:18:06,700","Captain Blood and his band of feared pirates had sailed the seas for many years,"
4211,"04:18:06,700","04:18:09,700",but never could he remember a storm such as this.
4212,"04:18:09,700","04:18:15,700",He began to wonder whether his ship could withstand the battering and buffeting of the angry waves for much longer.
4213,"04:18:15,700","04:18:21,700","Alas, it is now too late to launch the lifeboat, he thought, as he lashed himself to the wheel."
4214,"04:18:21,700","04:18:24,700",His voice rose against the wind.
4215,"04:18:24,700","04:18:31,700","Captain Blood can think of no better death than to journey to the bottom of the sea, losing the last battle against his old adversary."
4216,"04:18:31,700","04:18:38,700",But if only I could see the life of the young and beautiful princess who I rescued from the dupe scallion before a ciker.
4217,"04:18:38,700","04:18:45,700","I care not about the three chests of doubloons, two chests of jewels, and 36 bales of the richest and most colorful silks."
4218,"04:18:45,700","04:18:50,700","But oh, must she too perish in this terrible storm."
4219,"04:18:51,700","04:18:57,700","What a terrible storm, it's not easing at all."
4220,"04:18:57,700","04:18:58,700",No.
4221,"04:18:58,700","04:19:01,700",I'm so glad I'm not on my own in a night like this.
4222,"04:19:01,700","04:19:04,700",I feel safe in the moment house.
4223,"04:19:04,700","04:19:06,700","Oh, what was that?"
4224,"04:19:06,700","04:19:09,700",It sounded like a tree breaking.
4225,"04:19:09,700","04:19:10,700","Hey, moment."
4226,"04:19:10,700","04:19:13,700",Why don't you read your story out loud?
4227,"04:19:13,700","04:19:14,700","Oh, okay."
4228,"04:19:14,700","04:19:16,700",But can I start where I got to?
4229,"04:19:16,700","04:19:20,700","As long as you tell us what's happened before, we won't know what it's about."
4230,"04:19:20,700","04:19:22,700",And we might have missed something important.
4231,"04:19:22,700","04:19:24,700","Just the main points we'll do, women."
4232,"04:19:24,700","04:19:26,700","Well, there's this brave pirate."
4233,"04:19:26,700","04:19:28,700","Oh, it's so much fun when someone reads out loud."
4234,"04:19:28,700","04:19:30,700","Go on, moment."
4235,"04:19:30,700","04:19:31,700",Captain Blood.
4236,"04:19:31,700","04:19:35,700",And he and his men have captured a rich and royal gallery.
4237,"04:19:35,700","04:19:39,700","They've taken lots of gold, silver, and jewels and things."
4238,"04:19:39,700","04:19:41,700","And oh, yes, a princess too."
4239,"04:19:41,700","04:19:43,700","It's exciting, isn't it?"
4240,"04:19:43,700","04:19:44,700","Yes, it is."
4241,"04:19:46,700","04:19:51,700","The storm that rose that night was so violent that at first,"
4242,"04:19:51,700","04:19:56,700",it seemed inevitable the ship found before the waves had engulfed it.
4243,"04:19:56,700","04:19:59,700","Not bad, if I say so myself."
4244,"04:19:59,700","04:20:04,700",Captain Blood saw that the poor princess had indeed swooned.
4245,"04:20:04,700","04:20:09,700","With only the rats for company, how frightened she must have been down in the old."
4246,"04:20:09,700","04:20:15,700",The noise of the storm was deafening as the ship was thrown above under swirling sea.
4247,"04:20:16,700","04:20:19,700",The captain's brave heart went out to his young and beautiful captain.
4248,"04:20:19,700","04:20:20,700","Could I have some tea, Mama?"
4249,"04:20:20,700","04:20:21,700","Of course, dear."
4250,"04:20:21,700","04:20:23,700",Would you like me to bring it up to you?
4251,"04:20:23,700","04:20:25,700",No thanks. I finished for the day.
4252,"04:20:25,700","04:20:28,700",That's good. Shall we all have some tea and lemonade?
4253,"04:20:28,700","04:20:30,700","Yes, please. I'm very thirsty."
4254,"04:20:30,700","04:20:33,700","You read very well. Thank you, women."
4255,"04:20:33,700","04:20:35,700","Great story, isn't it?"
4256,"04:20:35,700","04:20:37,700","Could I have some strawberry juice, please, Mama?"
4257,"04:20:37,700","04:20:40,700","It's not, Maiden. When is your brother coming home?"
4258,"04:20:40,700","04:20:41,700","Oh, he didn't say exactly."
4259,"04:20:41,700","04:20:44,700","But in a couple of days, I should think..."
4260,"04:20:44,700","04:20:49,700","It was a good idea to let snort Maiden stay while he was away, wasn't it, Papa?"
4261,"04:20:49,700","04:20:54,700","Yes, it wouldn't be very nice to be all on your own at night in a storm like this."
4262,"04:20:54,700","04:20:56,700","Hmm, not at all."
4263,"04:21:11,700","04:21:13,700",She seems to be sinking.
4264,"04:21:13,700","04:21:15,700",She won't be able to hold out much longer.
4265,"04:21:15,700","04:21:18,700",We must get to the crew without delay.
4266,"04:21:18,700","04:21:20,700",How could we launch a boat in this weather?
4267,"04:21:20,700","04:21:22,700",Any survivors?
4268,"04:21:22,700","04:21:25,700",We haven't found anyone yet.
4269,"04:21:25,700","04:21:28,700",So what about further along the coast?
4270,"04:21:28,700","04:21:30,700",Any reports of survivors turning up?
4271,"04:21:30,700","04:21:33,700","No, I'm afraid not, Inspector. We haven't heard anything."
4272,"04:21:33,700","04:21:35,700","Well, tell me if you do."
4273,"04:21:35,700","04:21:37,700","Ah, Inspector."
4274,"04:21:37,700","04:21:38,700",Yes?
4275,"04:21:38,700","04:21:40,700",It seems to me it was a pirate ship that sunk.
4276,"04:21:40,700","04:21:42,700",What did you say?
4277,"04:21:44,700","04:21:48,700","Well, I'm pretty sure I saw the skull and crossbones flying from the mast."
4278,"04:21:48,700","04:21:51,700","And I think I caught sight of a cannon, but I could have been mistaken."
4279,"04:21:51,700","04:21:53,700",You must be joking.
4280,"04:21:53,700","04:21:54,700",I never joke.
4281,"04:21:54,700","04:22:00,700",I can't see anything. It's too far away to make out any sort of skull and crossbones.
